Name;mfcc_mean_1;mfcc_mean_2;mfcc_mean_3;mfcc_mean_4;mfcc_mean_5;mfcc_mean_6;mfcc_mean_7;mfcc_mean_8;mfcc_mean_9;mfcc_mean_10;mfcc_mean_11;mfcc_mean_12;mfcc_mean_13;mfcc_stdev_1;mfcc_stdev_2;mfcc_stdev_3;mfcc_stdev_4;mfcc_stdev_5;mfcc_stdev_6;mfcc_stdev_7;mfcc_stdev_8;mfcc_stdev_9;mfcc_stdev_10;mfcc_stdev_11;mfcc_stdev_12;mfcc_stdev_13;mfcc-bands_mean_1;mfcc-bands_mean_2;mfcc-bands_mean_3;mfcc-bands_mean_4;mfcc-bands_mean_5;mfcc-bands_mean_6;mfcc-bands_mean_7;mfcc-bands_mean_8;mfcc-bands_mean_9;mfcc-bands_mean_10;mfcc-bands_mean_11;mfcc-bands_mean_12;mfcc-bands_mean_13;mfcc-bands_mean_14;mfcc-bands_mean_15;mfcc-bands_mean_16;mfcc-bands_mean_17;mfcc-bands_mean_18;mfcc-bands_mean_19;mfcc-bands_mean_20;mfcc-bands_mean_21;mfcc-bands_mean_22;mfcc-bands_mean_23;mfcc-bands_mean_24;mfcc-bands_mean_25;mfcc-bands_mean_26;mfcc-bands_mean_27;mfcc-bands_mean_28;mfcc-bands_mean_29;mfcc-bands_mean_30;mfcc-bands_mean_31;mfcc-bands_mean_32;mfcc-bands_mean_33;mfcc-bands_mean_34;mfcc-bands_mean_35;mfcc-bands_mean_36;mfcc-bands_mean_37;mfcc-bands_mean_38;mfcc-bands_mean_39;mfcc-bands_mean_40;mfcc-bands_stdev_1;mfcc-bands_stdev_2;mfcc-bands_stdev_3;mfcc-bands_stdev_4;mfcc-bands_stdev_5;mfcc-bands_stdev_6;mfcc-bands_stdev_7;mfcc-bands_stdev_8;mfcc-bands_stdev_9;mfcc-bands_stdev_10;mfcc-bands_stdev_11;mfcc-bands_stdev_12;mfcc-bands_stdev_13;mfcc-bands_stdev_14;mfcc-bands_stdev_15;mfcc-bands_stdev_16;mfcc-bands_stdev_17;mfcc-bands_stdev_18;mfcc-bands_stdev_19;mfcc-bands_stdev_20;mfcc-bands_stdev_21;mfcc-bands_stdev_22;mfcc-bands_stdev_23;mfcc-bands_stdev_24;mfcc-bands_stdev_25;mfcc-bands_stdev_26;mfcc-bands_stdev_27;mfcc-bands_stdev_28;mfcc-bands_stdev_29;mfcc-bands_stdev_30;mfcc-bands_stdev_31;mfcc-bands_stdev_32;mfcc-bands_stdev_33;mfcc-bands_stdev_34;mfcc-bands_stdev_35;mfcc-bands_stdev_36;mfcc-bands_stdev_37;mfcc-bands_stdev_38;mfcc-bands_stdev_39;mfcc-bands_stdev_40;mfcc-bands-log_mean_1;mfcc-bands-log_mean_2;mfcc-bands-log_mean_3;mfcc-bands-log_mean_4;mfcc-bands-log_mean_5;mfcc-bands-log_mean_6;mfcc-bands-log_mean_7;mfcc-bands-log_mean_8;mfcc-bands-log_mean_9;mfcc-bands-log_mean_10;mfcc-bands-log_mean_11;mfcc-bands-log_mean_12;mfcc-bands-log_mean_13;mfcc-bands-log_mean_14;mfcc-bands-log_mean_15;mfcc-bands-log_mean_16;mfcc-bands-log_mean_17;mfcc-bands-log_mean_18;mfcc-bands-log_mean_19;mfcc-bands-log_mean_20;mfcc-bands-log_mean_21;mfcc-bands-log_mean_22;mfcc-bands-log_mean_23;mfcc-bands-log_mean_24;mfcc-bands-log_mean_25;mfcc-bands-log_mean_26;mfcc-bands-log_mean_27;mfcc-bands-log_mean_28;mfcc-bands-log_mean_29;mfcc-bands-log_mean_30;mfcc-bands-log_mean_31;mfcc-bands-log_mean_32;mfcc-bands-log_mean_33;mfcc-bands-log_mean_34;mfcc-bands-log_mean_35;mfcc-bands-log_mean_36;mfcc-bands-log_mean_37;mfcc-bands-log_mean_38;mfcc-bands-log_mean_39;mfcc-bands-log_mean_40;mfcc-bands-log_stdev_1;mfcc-bands-log_stdev_2;mfcc-bands-log_stdev_3;mfcc-bands-log_stdev_4;mfcc-bands-log_stdev_5;mfcc-bands-log_stdev_6;mfcc-bands-log_stdev_7;mfcc-bands-log_stdev_8;mfcc-bands-log_stdev_9;mfcc-bands-log_stdev_10;mfcc-bands-log_stdev_11;mfcc-bands-log_stdev_12;mfcc-bands-log_stdev_13;mfcc-bands-log_stdev_14;mfcc-bands-log_stdev_15;mfcc-bands-log_stdev_16;mfcc-bands-log_stdev_17;mfcc-bands-log_stdev_18;mfcc-bands-log_stdev_19;mfcc-bands-log_stdev_20;mfcc-bands-log_stdev_21;mfcc-bands-log_stdev_22;mfcc-bands-log_stdev_23;mfcc-bands-log_stdev_24;mfcc-bands-log_stdev_25;mfcc-bands-log_stdev_26;mfcc-bands-log_stdev_27;mfcc-bands-log_stdev_28;mfcc-bands-log_stdev_29;mfcc-bands-log_stdev_30;mfcc-bands-log_stdev_31;mfcc-bands-log_stdev_32;mfcc-bands-log_stdev_33;mfcc-bands-log_stdev_34;mfcc-bands-log_stdev_35;mfcc-bands-log_stdev_36;mfcc-bands-log_stdev_37;mfcc-bands-log_stdev_38;mfcc-bands-log_stdev_39;mfcc-bands-log_stdev_40
01 - Britney Spears - Oops I Did It Again;-566,821106;108,9824982;-8,212259293;-0,419898301;2,986999512;-3,881822348;-4,362133503;1,302062035;2,603222609;1,493849039;1,905027032;2,187030554;1,605662107;74,18378448;42,80659103;37,71157074;24,55481148;19,12710953;22,1760025;18,71195984;16,45410728;14,30725861;14,06235218;13,20669746;11,51190186;10,49706936;0,005867467;0,004237018;0,001498218;0,001380091;0,001648009;0,001435008;0,001131509;0,001381063;0,001329587;0,000861166;0,000803254;0,000649495;0,000555576;0,000490348;0,000336436;0,00021832;0,000236438;0,000265176;0,000159892;0,000162321;0,00013689;9,98E-05;8,66E-05;7,26E-05;4,35E-05;3,02E-05;2,27E-05;2,00E-05;1,76E-05;1,47E-05;1,21E-05;1,05E-05;1,00E-05;9,79E-06;9,22E-06;6,33E-06;5,96E-06;6,50E-06;6,16E-06;5,85E-06;0,012519648;0,008002874;0,002957199;0,003376195;0,003445127;0,003162129;0,002479081;0,003352589;0,002718035;0,001637951;0,001605839;0,00142114;0,001289932;0,00108537;0,000613032;0,000405222;0,000471354;0,000510122;0,000277214;0,000264367;0,000229799;0,000227907;0,000185771;0,000202946;8,89E-05;4,54E-05;3,50E-05;2,74E-05;2,80E-05;2,38E-05;1,76E-05;1,82E-05;1,92E-05;1,94E-05;1,48E-05;9,44E-06;8,67E-06;1,02E-05;1,01E-05;1,00E-05;-7,517893791;-7,612062931;-8,251948357;-8,03503418;-7,794220924;-7,770153522;-7,989177704;-7,833022118;-7,788865566;-8,244297981;-8,404929161;-8,695194244;-8,929887772;-8,945590973;-9,140696526;-9,492001534;-9,533219337;-9,473754883;-9,789696693;-9,683308601;-9,950030327;-10,30046558;-10,48879147;-10,75239754;-11,03840542;-11,42451954;-11,87194729;-12,00946712;-12,0804348;-12,31095219;-12,54351139;-12,72188282;-12,7831831;-12,85814381;-12,91249943;-13,16887474;-13,19645596;-13,12533855;-13,21579838;-13,28685284;3,080760479;2,944178104;2,620330095;2,066633701;2,006380796;1,866732359;1,866178989;1,857126355;1,83569026;1,884691954;1,900289297;1,911536694;1,983333707;1,948658347;1,925678372;1,907210946;1,994470835;2,047154427;1,916724086;1,901134253;1,935807347;1,898114085;1,979531646;2,030783415;1,938861489;2,010348082;2,285465717;2,431818008;2,234905958;2,224079132;2,220906973;2,188541174;2,209200621;2,293287277;2,399431944;2,296699762;2,264347553;2,277108908;2,292463064;2,313513517
03 - Britney Spears -  Don't Go Knockin' On My Door;-558,085022;94,05445862;-12,12314892;-7,215929031;-1,339959383;-0,20668453;3,083163977;-1,714620709;1,73268795;0,246127188;-1,918702602;-3,754286051;1,561415911;162,1367798;44,26996231;41,6783905;29,57171631;20,07565689;23,32718849;17,5669632;17,86360931;14,82857227;13,65787411;13,12694263;12,21302891;11,3556242;0,012811534;0,015914472;0,007137161;0,00311521;0,002651326;0,002581781;0,002026343;0,002279736;0,002995219;0,00385818;0,001874963;0,004479637;0,004018413;0,002300523;0,001653211;0,001660075;0,000985766;0,00076504;0,000828118;0,000515206;0,000373534;0,000315243;0,000205813;0,000162491;0,00012452;0,000107636;0,00011661;8,61E-05;6,68E-05;4,57E-05;5,04E-05;5,14E-05;4,64E-05;4,10E-05;3,29E-05;2,94E-05;3,36E-05;3,12E-05;3,64E-05;4,72E-05;0,02384354;0,040030349;0,018635526;0,007806173;0,00555406;0,004990811;0,004333956;0,004970468;0,006524536;0,010311898;0,004067579;0,011144996;0,010737712;0,006397251;0,004553497;0,004353654;0,002644643;0,001586318;0,001650118;0,001166273;0,000706832;0,000678378;0,00040565;0,000338662;0,00025673;0,000218885;0,000186703;0,000140502;0,000149371;9,30E-05;0,000102209;9,30E-05;0,000112632;9,06E-05;6,87E-05;5,52E-05;6,77E-05;6,14E-05;7,54E-05;0,000114243;-8,437777519;-8,124328613;-8,264188766;-8,146021843;-8,199949265;-8,327897072;-8,522364616;-8,334900856;-8,236786842;-8,197423935;-8,65503788;-8,158229828;-8,240275383;-8,714775085;-9,013860703;-8,910284996;-9,311134338;-9,373939514;-9,361979485;-9,781391144;-10,09632492;-10,3810463;-10,6848917;-10,91819763;-11,10029316;-11,13780785;-11,05125332;-11,40978432;-11,73798943;-12,15478039;-12,16154003;-12,07576942;-12,47656822;-12,66407871;-12,72976398;-12,78571415;-12,84181595;-12,82008934;-12,7142868;-12,61215878;4,851281166;4,71323967;4,257809162;3,706413507;3,708163977;3,813406706;3,695989847;3,666804552;3,780114174;3,895572662;3,722511053;3,856241941;3,780187845;3,715560675;3,673610687;3,644214153;3,517439127;3,460158587;3,526848078;3,450656891;3,471902847;3,475368977;3,46342659;3,465393305;3,419532776;3,348967314;3,479524851;3,434866667;3,382844687;3,442866802;3,577727079;3,671447515;3,724018097;3,789978504;3,624927759;3,598890305;3,654300928;3,688953638;3,6947999;3,718603611
04 - Britney Speasrs - (I Can't_Get_No)_Satisfaction;-570,6384277;91,97085571;19,9985218;23,96315765;5,74889946;0,467587233;6,627342224;1,618684649;3,835949659;-0,803818285;-5,961781025;-4,175093174;-3,354564905;117,1140823;36,68323898;28,01422501;22,16607857;18,57150078;19,92163849;15,46317005;15,33516216;13,1641264;12,34913731;12,41729927;10,71097279;9,910877228;0,013679419;0,01893474;0,01281469;0,004167307;0,002613;0,001911717;0,001481392;0,00159474;0,001571574;0,001370101;0,001231927;0,001186932;0,000684358;0,000462853;0,00039958;0,000222221;0,000231484;0,00018518;0,000219293;0,000177061;0,000177699;0,0001396;0,000146698;0,000131316;0,000131249;0,000113569;0,000116158;8,80E-05;9,86E-05;9,91E-05;8,80E-05;6,90E-05;5,77E-05;5,47E-05;4,09E-05;3,76E-05;3,49E-05;3,39E-05;3,02E-05;2,75E-05;0,027783683;0,046956982;0,046896927;0,019240025;0,005385129;0,00506193;0,005549073;0,006179363;0,004655081;0,003930289;0,004037696;0,003565661;0,002161965;0,001626105;0,001187818;0,000611555;0,000718115;0,000518119;0,000564337;0,00049018;0,000470167;0,000333978;0,000408313;0,000332593;0,000363539;0,000284543;0,000339759;0,000229734;0,000311421;0,000370299;0,000296355;0,000221202;0,000186703;0,000198142;0,000136256;0,000129912;0,000108365;0,000100299;8,56E-05;7,40E-05;-7,324018002;-6,080687523;-6,501833439;-7,252775192;-7,432227135;-7,834784031;-8,733170509;-9,04018116;-8,90808773;-8,917612076;-9,245325089;-9,290914536;-9,632632256;-10,18434048;-10,32745647;-10,70953751;-10,69318104;-10,82053852;-10,53153706;-10,76328182;-10,74120712;-10,89205647;-11,09007931;-10,96526814;-11,08352375;-11,10890102;-11,07650566;-11,3047123;-11,35528946;-11,54646397;-11,80984116;-12,09455872;-12,36551285;-12,51356125;-12,55422306;-12,62147522;-12,53447247;-12,53012657;-12,54683399;-12,63539505;3,828128576;2,964401722;2,534193516;1,954751968;2,127190828;2,13551712;2,297199011;2,521054029;2,654380798;2,525100708;2,678813457;2,727568626;2,596213341;2,61765933;2,716316938;2,64570117;2,591436625;2,541478634;2,485720396;2,462984562;2,47277832;2,464545488;2,559116602;2,441668034;2,555780649;2,5333426;2,389215708;2,330294847;2,359274864;2,461356878;2,520003557;2,57507658;2,63535285;2,780920029;2,658741236;2,593695879;2,551906109;2,568989038;2,501383305;2,524600744
05 - Brittney Spears - Dont Let Me Be The Last To Know;-539,7797241;102,2811432;13,03952885;0,946635246;-0,836138189;-2,421982765;3,778428316;-2,481407404;-1,639921069;0,530820668;-3,079440355;-2,78299284;0,247882634;108,8945999;35,79079437;32,03213882;24,2450676;20,91702652;21,30758095;17,17188072;15,94500256;14,16028595;13,31552124;12,26273823;12,05473328;11,21727467;0,017461684;0,014723337;0,006235247;0,003411329;0,002919562;0,004615257;0,004566656;0,002216954;0,001699819;0,002419197;0,003305871;0,003409348;0,001472606;0,000706906;0,001136014;0,000705977;0,000567963;0,000458094;0,00034873;0,000274406;0,000180039;0,000175813;0,000131169;0,000121052;7,73E-05;7,69E-05;6,89E-05;4,87E-05;4,45E-05;3,68E-05;3,34E-05;3,47E-05;3,19E-05;2,94E-05;2,80E-05;2,66E-05;2,50E-05;2,47E-05;2,64E-05;2,62E-05;0,059949115;0,029062087;0,011264137;0,005915648;0,005195399;0,008137177;0,008639996;0,005706477;0,005016112;0,006398817;0,007883214;0,009642763;0,004085067;0,001744615;0,003531066;0,001743006;0,001522691;0,001412338;0,000902078;0,000782381;0,000552405;0,000635348;0,000498191;0,000442567;0,00015856;0,000157692;0,000139044;0,000100538;8,74E-05;7,72E-05;7,51E-05;8,61E-05;8,79E-05;8,36E-05;8,80E-05;7,82E-05;6,93E-05;6,97E-05;6,97E-05;7,96E-05;-7,572308064;-7,128949642;-7,31278944;-7,513757706;-7,64768219;-7,138988972;-7,43670845;-8,4227705;-8,526576042;-8,204026222;-8,291004181;-8,479119301;-8,801398277;-9,455221176;-9,347809792;-9,559930801;-9,840046883;-10,20063114;-10,25330734;-10,53020954;-10,83429623;-11,04693031;-11,25842571;-11,32444191;-11,37907982;-11,26646137;-11,38253307;-11,67615223;-11,79031563;-12,14416218;-12,29750824;-12,33436489;-12,5047636;-12,59692192;-12,5480032;-12,56954765;-12,48451805;-12,46318913;-12,41945744;-12,53017998;6,611372471;6,725981236;6,457122326;6,237218857;6,137113571;6,157216072;6,218472958;6,164946079;6,074183464;6,120654583;6,232036114;6,269337177;6,120401859;6,056482315;6,145347595;6,104359627;6,063886166;6,046943665;6,03660059;5,992034435;5,910932541;5,887286186;5,875718594;5,884802341;5,828059673;5,81832552;5,807670116;5,758127689;5,748005867;5,788103104;5,769976139;5,766929626;5,753304482;5,728901386;5,708857536;5,708006382;5,681855679;5,681638241;5,709987164;5,717890739
06-beatsteaks-cut_off_the_top;-515,201355;98,20167542;0,896186054;34,99147415;15,93934345;13,72482395;8,02240181;7,280783176;7,6581707;4,431787014;-1,670702815;-1,23976016;-1,409248114;139,5601959;38,77856827;28,233078;20,28403854;15,20247269;12,9842062;12,59589863;11,01513195;11,0466938;9,64994812;9,440144539;8,57034111;9,18392849;0,037565473;0,049271967;0,022986559;0,007702012;0,002317569;0,001256857;0,001119225;0,001643417;0,001287456;0,001075793;0,001588622;0,001311084;0,000700036;0,000736489;0,00080081;0,000912919;0,000675549;0,00089181;0,00072976;0,000666079;0,000688027;0,000618528;0,000339134;0,000187817;0,000249322;0,000391433;0,000227039;0,000157548;0,000138424;9,63E-05;8,33E-05;7,67E-05;6,72E-05;4,97E-05;4,63E-05;4,22E-05;3,93E-05;3,01E-05;2,32E-05;1,75E-05;0,071891606;0,068546586;0,028993241;0,013307242;0,003618499;0,001936977;0,001829076;0,003042302;0,002491129;0,002452212;0,003199095;0,002644245;0,001462118;0,001617283;0,001840551;0,00198781;0,001404377;0,001688742;0,001480133;0,001305628;0,001255253;0,00091162;0,000448933;0,000267813;0,000425124;0,000761112;0,000409797;0,00023811;0,000224159;0,00013618;0,000115332;0,000115096;0,000126046;0,000107078;0,00010833;0,000102072;0,000101921;7,63E-05;5,79E-05;4,33E-05;-5,250277042;-4,587073803;-5,230081081;-6,276899815;-7,459140301;-7,989068985;-8,283806801;-8,259301186;-8,467320442;-8,778302193;-8,493326187;-8,578867912;-9,095201492;-9,216604233;-9,112290382;-9,126204491;-9,280343056;-9,03112793;-9,132935524;-9,090994835;-9,118776321;-9,101802826;-9,510145187;-10,08644962;-9,960395813;-9,613292694;-10,06402874;-10,3386755;-10,47559547;-10,82976055;-10,97072792;-11,11463356;-11,47131157;-11,96819687;-12,04790878;-12,2291851;-12,31312847;-12,49070072;-12,68360996;-12,89309025;3,746267319;3,823226452;3,704599142;3,510501385;3,452423811;3,376901627;3,457529068;3,646987438;3,670313597;3,638253212;3,729195595;3,713876247;3,60919404;3,673203468;3,741356611;3,759879828;3,688322783;3,762382507;3,714430094;3,679239988;3,708234787;3,6976583;3,564382315;3,468971252;3,535544634;3,616107225;3,564268827;3,545922041;3,520636559;3,512099028;3,527290344;3,517722845;3,52536869;3,571930885;3,542657137;3,588671684;3,589812994;3,54514432;3,476086617;3,402634382
06 - Britny Spears - What you see is what you get;-552,8015137;93,0320816;-12,99915886;10,60995483;9,015947342;4,101666927;-2,041030407;5,4376688;4,722589016;3,340016603;-0,203019008;-0,929032683;-0,945613027;153,0463257;42,87633514;38,4883728;23,94239044;19,93420601;23,07966614;21,14433861;14,19988251;13,84198952;13,0201149;11,25947475;11,26095772;10,26630688;0,012736436;0,020063067;0,009156604;0,003106612;0,002226452;0,002014069;0,001442281;0,001319421;0,001510508;0,001759432;0,002087913;0,001442605;0,000887257;0,000925998;0,000675317;0,000588653;0,000605107;0,000636225;0,000490444;0,000493059;0,000520428;0,000371214;0,000302297;0,000183528;0,00016971;0,000161672;0,000127415;0,000110081;9,56E-05;7,38E-05;7,83E-05;7,65E-05;6,78E-05;5,33E-05;5,13E-05;4,18E-05;4,36E-05;3,61E-05;3,21E-05;3,01E-05;0,029125178;0,037370615;0,023863748;0,011755743;0,006724688;0,004127979;0,00328407;0,0041951;0,003447525;0,004120304;0,004512886;0,00324749;0,002545078;0,002296775;0,001754721;0,001205647;0,001337133;0,001439334;0,001074696;0,000970248;0,001065182;0,000783873;0,000612374;0,000372894;0,000370263;0,00036875;0,000293061;0,000214858;0,000181604;0,00014582;0,000151736;0,000174036;0,000167801;0,000109162;0,000114251;8,70E-05;9,25E-05;8,50E-05;7,17E-05;6,92E-05;-7,595032692;-6,692542076;-7,549818516;-8,273690224;-8,168299675;-8,151453018;-8,582700729;-8,778141975;-8,461227417;-8,527525902;-8,562662125;-8,835514069;-9,179656982;-9,169406891;-9,335948944;-9,37371254;-9,3039608;-9,103258133;-9,326617241;-9,325244904;-9,341081619;-9,741806984;-9,886483192;-10,35502815;-10,54687309;-10,74058056;-11,12944698;-11,50704098;-11,63036346;-11,92253494;-11,9442091;-12,02185726;-12,1731987;-12,40999126;-12,44525814;-12,70890999;-12,80757332;-12,94564152;-13,15065193;-13,29929829;4,144042015;4,320791245;3,934901237;3,148523092;3,121414185;3,10938549;3,077249765;3,016319513;3,021157265;3,122625828;3,311605692;3,260717154;3,14395237;3,234770775;3,179014683;3,10345459;3,013395548;2,897401333;2,789269686;2,818905354;2,855778694;2,830098629;2,828857422;2,832865953;2,974573374;3,210562468;3,522176027;4,018723965;4,085345268;3,931406736;3,817078114;3,779362679;3,747989893;3,726629496;3,690049648;3,728895664;3,840244532;3,791173458;3,857805014;3,88712883
07 - Britny Spers-Lucky;-532,6289673;90,20446014;-7,539921761;-6,248813629;-0,753471851;0,50615418;-1,410168767;4,084928513;1,739580631;1,864222288;-0,529318452;-0,362560749;1,374278426;139,581131;37,88061142;29,63568115;22,98882103;16,32471275;19,17247581;14,42701626;14,33080387;12,52716064;11,19674397;11,12299538;11,26684952;9,643163681;0,011306317;0,010582336;0,003528724;0,002125608;0,002107403;0,001906447;0,001847406;0,002329082;0,00284387;0,002733693;0,001985713;0,002409957;0,002213595;0,001624037;0,001037536;0,000755437;0,000870046;0,000779586;0,000702644;0,000442275;0,000391426;0,000356026;0,000222325;0,000166516;0,000128296;8,78E-05;9,28E-05;6,49E-05;6,19E-05;5,68E-05;5,13E-05;4,62E-05;4,98E-05;6,48E-05;6,10E-05;3,78E-05;3,57E-05;3,53E-05;3,39E-05;3,78E-05;0,030294852;0,032143142;0,010655252;0,004751451;0,003977417;0,003384542;0,003869735;0,006394189;0,006389088;0,006644044;0,004106934;0,004833884;0,005770393;0,004003474;0,002129978;0,001711356;0,002048399;0,001558161;0,001588881;0,000886995;0,000872596;0,000728074;0,000435545;0,000277955;0,000211901;0,000140684;0,000178984;0,000108213;0,000108431;9,93E-05;9,43E-05;8,64E-05;9,51E-05;0,000122471;0,000104637;6,52E-05;6,58E-05;7,20E-05;7,93E-05;9,25E-05;-8,664549828;-8,53988266;-8,967791557;-8,975833893;-8,792642593;-8,872013092;-9,080242157;-8,914259911;-8,619559288;-8,852823257;-9,067116737;-8,928185463;-9,106030464;-9,30795002;-9,640570641;-9,968461037;-9,903432846;-9,990815163;-10,16664124;-10,44043827;-10,66533756;-10,73785305;-11,08420563;-11,31793308;-11,57457829;-11,87715149;-11,97122574;-12,17947578;-12,27139664;-12,48550415;-12,65296745;-12,76568604;-12,78539848;-12,57235909;-12,65522575;-13,01617241;-13,09578896;-13,15842438;-13,23787785;-13,20923996;9,542646408;9,523681641;9,353074074;9,256978035;9,266208649;9,248598099;9,251608849;9,242569923;9,278867722;9,279213905;9,240815163;9,255371094;9,220179558;9,175123215;9,132462502;9,088593483;9,113321304;9,106398582;9,079453468;9,018218994;8,984007835;8,983439446;8,929608345;8,899561882;8,871396065;8,819890022;8,825454712;8,768848419;8,754405022;8,750709534;8,73392868;8,720267296;8,744527817;8,799560547;8,807602882;8,725438118;8,70987606;8,704820633;8,695549011;8,720337868
08 - Britney Spears - One Kiss From You;-533,0701294;71,54113007;12,01556396;13,38164806;-1,398271561;1,675078154;2,406371593;3,539454699;0,657215476;6,149973869;-2,154011726;-1,38665092;1,552412272;117,9904175;44,76488495;37,0051384;28,3899498;23,81018448;22,12604523;18,6935997;16,71558762;15,21167088;14,21303368;13,13005829;12,07686806;11,15903187;0,019671494;0,018749448;0,011545631;0,006778056;0,003473159;0,002561546;0,001719952;0,00159769;0,00150332;0,001870008;0,00180917;0,00131741;0,001391232;0,000706079;0,000448821;0,000406979;0,000493214;0,00030085;0,000301935;0,000324329;0,000257515;0,00024882;0,000241359;0,000198528;0,000222338;0,000188524;0,000199953;0,000182486;0,000131293;0,000120372;0,000134113;0,000106231;8,91E-05;9,31E-05;8,59E-05;6,58E-05;6,64E-05;6,10E-05;4,48E-05;3,14E-05;0,039139107;0,043627087;0,036557835;0,02600316;0,009500911;0,005045117;0,003529492;0,003756958;0,003741913;0,00429593;0,005001795;0,004687828;0,004808182;0,001954442;0,001510442;0,001199225;0,00152048;0,000743211;0,000858156;0,000877722;0,000746724;0,000723514;0,000698649;0,000503916;0,000536251;0,000440515;0,000491933;0,00039796;0,000278705;0,000286776;0,000288944;0,00022131;0,000169632;0,000174052;0,00016408;0,000122514;0,000140103;0,000133163;9,01E-05;6,72E-05;-7,560495377;-7,584364891;-8,290259361;-8,512516975;-8,332261086;-8,34630394;-8,918401718;-9,09220314;-9,039793968;-9,01919651;-9,123236656;-9,630620003;-9,528447151;-9,967333794;-10,36471748;-10,52846527;-10,25841618;-10,4947443;-10,56134033;-10,56682301;-10,87178326;-10,87473106;-11,13557911;-11,14664936;-10,83966827;-10,91064262;-10,9138031;-10,97364712;-11,25121784;-11,56617165;-11,65241814;-11,67069626;-11,85099983;-11,71695995;-11,74258041;-11,95409489;-12,03400135;-12,14074039;-12,32035065;-12,62444687;8,377788544;8,367509842;8,077598572;7,816581726;7,727921963;7,680691242;7,637282848;7,612793446;7,565849781;7,614319324;7,579333305;7,511478901;7,536184788;7,45288372;7,395192623;7,39073658;7,42164278;7,346839905;7,352008343;7,370759487;7,320258617;7,336362839;7,361568928;7,326012611;7,33268404;7,28739357;7,280499935;7,276362896;7,248268604;7,248795986;7,279345036;7,255583763;7,262052059;7,233271122;7,219009399;7,182971954;7,178274632;7,1668787;7,124145508;7,08535862
09-beatsteaks-soljanka;-513,9707031;115,1468964;-18,71339989;22,91666794;9,170761108;4,42177105;0,790428281;3,020846128;2,598750591;0,845804811;-4,220824718;-3,762462616;-3,482765436;159,9038544;43,7383194;43,073349;16,96753502;16,01865196;15,04317474;14,23086739;13,02157402;10,43997669;10,40551376;9,430257797;9,157956123;9,709746361;0,011116537;0,023302;0,024947489;0,010512264;0,003863977;0,002784256;0,003091485;0,002380657;0,002310473;0,003457803;0,003019186;0,003175932;0,001775143;0,00086832;0,001022375;0,001252915;0,001108395;0,00108829;0,001109142;0,000566519;0,000696064;0,000616472;0,000339706;0,000242806;0,000283163;0,000279423;0,000192823;0,000147675;0,000118213;8,59E-05;7,52E-05;7,49E-05;6,59E-05;6,23E-05;5,79E-05;4,74E-05;3,56E-05;2,75E-05;2,29E-05;1,79E-05;0,021297067;0,032122415;0,039344568;0,017258298;0,006820872;0,005744407;0,007328444;0,006106697;0,005167123;0,008833313;0,007673426;0,007820266;0,00366553;0,001361576;0,002073489;0,002757167;0,002287212;0,002585426;0,002464916;0,000986271;0,000798632;0,000728428;0,000458932;0,000288022;0,000316276;0,000326769;0,000207308;0,00016361;0,000126847;9,98E-05;0,00010061;0,000125313;0,000128207;0,000154639;0,000168185;0,000149063;0,000114049;8,80E-05;5,80E-05;4,15E-05;-7,477740288;-6,087044716;-5,948717117;-6,58920145;-7,703108788;-8,074391365;-8,094326019;-8,15147686;-8,199333191;-8,352183342;-8,587648392;-8,559383392;-8,741054535;-9,114621162;-9,015971184;-9,228947639;-9,088980675;-9,157756805;-8,948482513;-9,41857338;-9,137735367;-9,169751167;-9,891090393;-10,32087994;-10,20220375;-10,28470135;-10,8382864;-11,12094307;-11,29853249;-11,81719208;-12,20370388;-12,36345577;-12,79804516;-13,0295887;-13,31245995;-13,57409954;-13,81522369;-13,92582798;-14,09413338;-14,38957024;7,772445202;7,683488846;7,608875275;7,433704376;7,320616245;7,291309357;7,32224369;7,229528427;7,248456001;7,420942783;7,446645737;7,565335274;7,46146965;7,367494583;7,397592068;7,517998219;7,473219395;7,397710323;7,368329525;7,268922806;7,300719738;7,276378632;7,251173019;7,255786419;7,250171661;7,28315115;7,33119297;7,320475578;7,298286438;7,371908665;7,493954659;7,57147646;7,647506714;7,635783196;7,711349487;7,718706608;7,680039883;7,598278999;7,59867239;7,59037447
