,Unnamed: 0,Unnamed: 0.1,index,directory1,directory2,name,lowlevel_silence_rate_30dB_min,lowlevel_barkbands_flatness_db_mean,lowlevel_barkbands_flatness_db_median,lowlevel_spectral_complexity_mean,lowlevel_spectral_complexity_median,lowlevel_spectral_decrease_mean,lowlevel_spectral_decrease_median,lowlevel_spectral_energy_mean,lowlevel_spectral_energy_median,lowlevel_spectral_energyband_middle_high_median,lowlevel_spectral_entropy_mean,lowlevel_spectral_entropy_median,lowlevel_spectral_flux_mean,lowlevel_spectral_flux_median,lowlevel_spectral_rms_mean,lowlevel_spectral_rms_median,lowlevel_spectral_rolloff_mean,lowlevel_spectral_rolloff_var,lowlevel_spectral_skewness_min,lowlevel_spectral_spread_median,tonal_hpcp_crest_median,lowlevel_silence_rate_30dB_min,rhythm_danceability,tonal_tuning_frequency,lowlevel_barkbands_crest_mean,lowlevel_barkbands_crest_median,lowlevel_barkbands_crest_min,lowlevel_barkbands_flatness_db_mean,lowlevel_barkbands_flatness_db_median,lowlevel_barkbands_spread_mean,lowlevel_dissonance_mean,lowlevel_dissonance_median,lowlevel_erbbands_crest_mean,lowlevel_erbbands_crest_median,lowlevel_erbbands_flatness_db_mean,lowlevel_erbbands_flatness_db_median,lowlevel_erbbands_skewness_mean,lowlevel_erbbands_skewness_median,lowlevel_melbands_flatness_db_mean,lowlevel_melbands_flatness_db_median,lowlevel_melbands_skewness_mean,lowlevel_melbands_skewness_median,lowlevel_melbands_spread_mean,lowlevel_melbands_spread_median,lowlevel_melbands_spread_var,lowlevel_silence_rate_60dB_mean,lowlevel_silence_rate_60dB_var,lowlevel_spectral_centroid_mean,lowlevel_spectral_centroid_median
15,93,93,108.0,The BossHoss,Stallion Batallion,07-the_bosshoss-omniscient_lover-mst,1.0,0.11645801365399999,0.0984966754913,24.6594867706,24.0,-5.49325651633e-09,-3.8205834052e-09,0.0228493995965,0.016302485019,0.0055042183958,7.6690940856899985,7.7910027504,0.0882787704468,0.0747498869896,0.0042755426839,0.00398808997124,2170.99072266,1728456.625,-0.35391038656199997,4143901.5,10.9429349899,1.0,1.3787854909900001,441.01779174800004,8.27608776093,7.2422747612,2.33303666115,0.11645801365399999,0.0984966754913,27.155441284200002,0.47287884354599996,0.47955408692400003,7.91414260864,7.03427267075,0.170198172331,0.14951920509299998,-0.173453956842,-0.182062253356,0.168369784951,0.154680550098,1.75791585445,1.5394994020500001,34.9155235291,32.9162216187,334.66043090799997,0.0764865204692,0.07064417004589997,1760.19067383,1786.60888672
16,97,97,112.0,The BossHoss,Stallion Batallion,04-the_bosshoss-jose_and_myling-mst,1.0,0.10045193880799999,0.0911554172635,22.1334972382,19.0,-4.23190105181e-09,-3.66053520828e-09,0.0181391499937,0.015473175793899997,0.00439941836521,7.76004362106,7.79842805862,0.0771001055837,0.07462484389539999,0.0039174775593,0.0038853290025100003,2361.00268555,3180578.75,0.024188254028599997,4588491.0,10.457227706900001,1.0,1.47191917896,436.960693359,7.973504066469999,7.06964159012,2.01998782158,0.10045193880799999,0.0911554172635,30.2483615875,0.47163870930699997,0.478824645281,8.73459148407,7.752603530880001,0.144768178463,0.142145693302,-0.0798137113452,-0.0761345624924,0.154720246792,0.143166795373,1.99301993847,1.64108598232,37.8359985352,35.1384887695,584.2658691409999,0.0797110795975,0.07335136085749999,1794.98913574,1844.18774414
17,98,98,113.0,The BossHoss,Stallion Batallion,14-the_bosshoss-jumpinaround-mst,1.0,0.09623230993750001,0.08390780538319999,26.881723403899997,27.0,-5.923656676290001e-09,-5.37048405747e-09,0.024829715490299997,0.022565905004699998,0.00759239448234,7.77331161499,7.8426313400300005,0.088146597147,0.0832829773426,0.004661764949560001,0.0046920697204799995,2075.34594727,940747.0625,-0.468570053577,4336579.5,11.482361793499999,1.0,1.07390511036,439.745910645,7.493496417999999,6.77291154861,2.28329396248,0.09623230993750001,0.08390780538319999,30.3395996094,0.481174916029,0.484960913658,7.993901729580001,7.13564872742,0.147301897407,0.13739991188,-0.336166143417,-0.267843931913,0.155419588089,0.147053077817,1.85932958126,1.6620377302200002,36.8732528687,36.2628822327,260.078796387,0.0380497872829,0.036603808402999996,1719.17346191,1737.71398926
18,100,100,115.0,Coldplay,A Rush Of Blood To The Head,07 - Green Eyes,0.0,0.19479472935199998,0.19205968082000002,13.4046173096,12.0,-4.28426272236e-09,-1.9516990246199997e-09,0.017446128651499998,0.00791563559324,0.000977111863904,7.287043094639999,7.26668596268,0.046428825706199994,0.036802362650599996,0.0034801200963600004,0.00277895154431,1284.79650879,1798934.125,-0.132638543844,3469710.0,12.586943626400002,0.0,0.912516891956,445.369720459,10.1323127747,9.53184509277,2.55881667137,0.19479472935199998,0.19205968082000002,18.2724647522,0.45612570643399997,0.465148389339,9.32837486267,8.04029083252,0.206369161606,0.202377289534,0.334171146154,0.309701830149,0.20453029871,0.202050864697,2.46088123322,2.49385309219,21.2821502686,16.953950882,342.87152099599996,0.301302731037,0.21052570640999999,1178.78991699,1061.06567383
19,101,101,116.0,Coldplay,A Rush Of Blood To The Head,03 - God Put A Smile Upon Your Face,1.0,0.203921675682,0.196016356349,14.7959499359,12.0,-5.8996767471299995e-09,-5.137104075460001e-09,0.0236588735133,0.020343856886,0.00143390451558,7.1930937767,7.26610898972,0.0594819970429,0.0489296987653,0.00429417844862,0.00445507187396,1129.14050293,1697154.375,-0.426514446735,3434946.25,13.5872383118,1.0,0.976966559887,443.316436768,9.65558052063,9.133495330810002,3.08870053291,0.203921675682,0.196016356349,17.6429271698,0.45620822906499997,0.4638902843,9.981530189510002,9.10183048248,0.20624428987500001,0.203556343913,0.416894942522,0.381050527096,0.22762086987500002,0.217920005322,2.8096885681200003,2.60502290726,19.2031841278,15.4448719025,264.77621459999995,0.189990967512,0.153913140297,1151.33972168,1067.82629395
20,102,102,117.0,Coldplay,A Rush Of Blood To The Head,09 - A Whisper,1.0,0.156155139208,0.155489891768,27.5885467529,27.0,-6.37832098249e-09,-5.96274096765e-09,0.026101820170900004,0.024422431364700004,0.00533380918205,7.568534374239999,7.55683755875,0.0767679288983,0.07420123368499999,0.004914510995149999,0.00488126650453,1671.98413086,1521072.625,-0.049152486026300006,3046321.75,13.1846599579,1.0,0.993141591549,440.254241943,6.8960886001600015,6.39525556564,2.49544358253,0.156155139208,0.155489891768,22.0723285675,0.47125330567400003,0.473824262619,6.7463445663499995,5.94830036163,0.196874946356,0.197334006429,0.16152033209799999,0.149419561028,0.16797184944200005,0.168947517872,1.9112592935599997,1.8490262031599998,26.5337772369,23.856386184699996,187.93713378900003,0.00270862900652,0.00270158424973,1398.20397949,1317.85986328
21,103,103,118.0,Coldplay,A Rush Of Blood To The Head,04 - The Scientist,0.0,0.226511120796,0.226200416684,14.993808746300001,14.0,-5.33819388693e-09,-3.32993899121e-09,0.02141950652,0.0134502956644,0.0015326886205,6.988147735599999,6.940513134,0.048418309539599996,0.0391928628087,0.00408198032528,0.0036224632058299996,1088.81689453,1290812.875,-0.606106638908,2775782.0,13.8096914291,0.0,1.10971951485,447.69104003900003,9.71686172485,9.07680797577,3.0647196769700003,0.226511120796,0.226200416684,12.9267072678,0.447991341352,0.4532298445699999,9.61535453796,8.80516242981,0.24652820825599997,0.24811193347,0.714356780052,0.762216746807,0.252040624619,0.254087030888,2.0581977367400004,1.95314896107,16.3091030121,11.7479133606,319.70614624,0.10047723352900001,0.0903687924147,880.911865234,692.766296387
22,107,107,122.0,Coldplay,A Rush Of Blood To The Head,08 - Warning Sign,0.0,0.219580814242,0.22158460319,15.749516487100001,14.0,-7.190978479340001e-09,-6.47595399528e-09,0.028322448953999997,0.0254681985825,0.0015459086280299999,7.21151399612,7.180650711060001,0.0584407001734,0.046445995569199996,0.00475803157315,0.00498467870057,896.313659668,1624641.75,-0.286242038012,3265955.0,15.0206136703,0.0,0.979541897774,434.193115234,10.6452560425,10.082161903400001,2.5238764286,0.219580814242,0.22158460319,15.2062454224,0.460583180189,0.46761450171499996,8.070755958560001,6.9835767746,0.20493458211399998,0.195397809148,0.317570358515,0.272903829813,0.25651621818500003,0.26071012020100004,3.31415462494,3.22557067871,15.3954410553,11.225477218599998,255.82537841799999,0.153488978744,0.129928991199,996.886779785,833.542785645
23,108,108,123.0,Coldplay,A Rush Of Blood To The Head,10 - A Rush Of Blood To The Head,0.0,0.193174377084,0.189191102982,14.187540054300001,11.0,-4.48499815064e-09,-3.30009397587e-09,0.018124869093299998,0.01283145044,0.000945325184148,7.407038211819999,7.4820780754100005,0.04606075584890002,0.0344187393785,0.00346493604593,0.00353814754635,1267.7109375,1997508.125,-0.540736675262,3553426.25,14.561191558800001,0.0,1.01330983639,434.193115234,11.367937088,10.6826629639,2.13631916046,0.193174377084,0.189191102982,18.813520431500002,0.45501914620399997,0.46767503023100004,9.38843536377,8.09696769714,0.20198620855799998,0.197091713548,0.489414066076,0.471757560968,0.213422253728,0.21022197604200002,2.3645300865200003,2.13623380661,22.6152534485,16.2832946777,478.33706665,0.335096091032,0.222816467285,1254.94360352,1042.42126465
24,121,121,136.0,Coldplay,Parachutes,05 - Yellow,0.0,0.134284466505,0.125158950686,20.4180316925,19.0,-8.266189510660001e-09,-7.45342187969e-09,0.0333058573306,0.030096061527700002,0.00412312150002,7.44310474396,7.521152019500001,0.0724797919393,0.058544743806099996,0.00543183647096,0.00541867222637,1296.97106934,1643435.125,-0.043894883245199995,4354336.5,13.3211994171,0.0,1.0769742727299998,447.43255615199996,10.0352125168,9.48327827454,2.60912799835,0.134284466505,0.125158950686,22.995405197100002,0.459980547428,0.470090329647,9.35481643677,8.26696491241,0.14195728302000002,0.13409614563,0.102893002331,0.19213537871800002,0.213013365865,0.205227434635,2.85655808449,2.61734724045,22.224021911599998,18.4346466064,372.292633057,0.036759965121699996,0.0354007296264,1318.4050293,1198.9420166
